location_code,PSC_Code,FisheryID,FisheryName,Gear
3M11107  872196,3M11107,93,Area 7 Spt,4
3M11107  872197,3M11107,93,Area 7 Spt,4
3M11107  872213,3M11107,93,Area 7 Spt,4
2MN06M040       000,2MN06,171,No BC  Trl,1
1M1DF,1M1,198,SE AK Net,2
1M1DF,1M1,198,SE AK Net,3
1M1DF,1M1,198,SE AK Net,6
1M1DF,1M1,199,SE AK Sport,4
3M11107  872351,3M11107,93,Area 7 Spt,4
3M11107  872394,3M11107,93,Area 7 Spt,4
1M108    NE109,1M1,198,SE AK Net,2
1M108    NE109,1M1,198,SE AK Net,3
1M108    NE109,1M1,198,SE AK Net,6
1M108    NE109,1M1,199,SE AK Sport,4
3M11107  872495,3M11107,93,Area 7 Spt,4
3M10208X1  X8,3M10208X1,103,Skag R Net,2
1M104MR,1M1,198,SE AK Net,2
1M104MR,1M1,198,SE AK Net,3
1M104MR,1M1,198,SE AK Net,6
1M104MR,1M1,199,SE AK Sport,4
3M11208  872035,3M11208 ,115,Ar 8-2 Spt,4
1M104MB  NE11116,1M1,198,SE AK Net,2
1M104MB  NE11116,1M1,198,SE AK Net,3
1M104MB  NE11116,1M1,198,SE AK Net,6
1M104MB  NE11116,1M1,199,SE AK Sport,4
2MN09H001       003,2MN09,178,No BC  Net,2
1M156    SE10145,1M1,198,SE AK Net,2
1M156    SE10145,1M1,198,SE AK Net,3
1M156    SE10145,1M1,198,SE AK Net,6
1M156    SE10145,1M1,199,SE AK Sport,4
2MN09H001       204,2MN09,178,No BC  Net,2
3M11208  872362,3M11208 ,115,Ar 8-2 Spt,4
3M112081 872035,3M112081,106,Ar 8-1 Spt,4
3M112081 872062,3M112081,106,Ar 8-1 Spt,4
3F21703  210269 R,3F21703  21,65,Queets Spt,4
3F21703  210269 R,3F21703  21,68,Queets Net,2
1M105DT  SE10830,1M1,198,SE AK Net,2
1M105DT  SE10830,1M1,198,SE AK Net,3
1M105DT  SE10830,1M1,198,SE AK Net,6
1M105DT  SE10830,1M1,199,SE AK Sport,4
1M105MS  NE10913,1M1,198,SE AK Net,2
1M105MS  NE10913,1M1,198,SE AK Net,3
1M105MS  NE10913,1M1,198,SE AK Net,6
1M105MS  NE10913,1M1,199,SE AK Sport,4
3M112081 872238,3M112081,106,Ar 8-1 Spt,4
3M112081 872289,3M112081,106,Ar 8-1 Spt,4
3M112081 872217,3M112081,106,Ar 8-1 Spt,4
3M112081 872290,3M112081,106,Ar 8-1 Spt,4
3M112081 872294,3M112081,106,Ar 8-1 Spt,4
3M112081 872378,3M112081,106,Ar 8-1 Spt,4
3M112081 872471,3M112081,106,Ar 8-1 Spt,4
3M112081 872219,3M112081,106,Ar 8-1 Spt,4
3M112081 872400,3M112081,106,Ar 8-1 Spt,4
3M112081 872479,3M112081,106,Ar 8-1 Spt,4
3M112081 872579,3M112081,106,Ar 8-1 Spt,4
2MN12H006       407,2MN12,179,Cen BC Net,2
2MN12H006       408,2MN12,179,Cen BC Net,2
2MN12H006       483,2MN12,179,Cen BC Net,2
1M103MB  NW11351,1M1,198,SE AK Net,2
1M103MB  NW11351,1M1,198,SE AK Net,3
1M103MB  NW11351,1M1,198,SE AK Net,6
1M103MB  NW11351,1M1,199,SE AK Sport,4
3F21802  220131 R,3F21802  2201,54,Chehal Spt,4
2MS62P016SALT BY 11,2MS62P016,193,Albern Spt,4
2MN12H007       394,2MN12,179,Cen BC Net,2
2MN12H007       429,2MN12,179,Cen BC Net,2
2MN12H007       443,2MN12,179,Cen BC Net,2
3M112082 872086,3M112082,115,Ar 8-2 Spt,4
2MN12H008       563,2MN12,179,Cen BC Net,2
1M107    SW10435,1M1,198,SE AK Net,2
1M107    SW10435,1M1,198,SE AK Net,3
1M107    SW10435,1M1,198,SE AK Net,6
1M107    SW10435,1M1,199,SE AK Sport,4
1M104    SE102,1M1,198,SE AK Net,2
1M104    SE102,1M1,198,SE AK Net,3
1M104    SE102,1M1,198,SE AK Net,6
1M104    SE102,1M1,199,SE AK Sport,4
2MN12H009       037,2MN12,179,Cen BC Net,2
3F10208  030510 R,3F102,103,Skag R Net,2
2MN12M091       315,2MN12,179,Cen BC Net,2
1M104    NE11113,1M1,198,SE AK Net,2
1M104    NE11113,1M1,198,SE AK Net,3
1M104    NE11113,1M1,198,SE AK Net,6
1M104    NE11113,1M1,199,SE AK Sport,4
2MN12M130       000,2MN12,179,Cen BC Net,2
1M134    NE10910,1M1,198,SE AK Net,2
1M134    NE10910,1M1,198,SE AK Net,3
1M134    NE10910,1M1,198,SE AK Net,6
1M134    NE10910,1M1,199,SE AK Sport,4
1M105TFB,1M1,198,SE AK Net,2
1M105TFB,1M1,198,SE AK Net,3
1M105TFB,1M1,198,SE AK Net,6
1M105TFB,1M1,199,SE AK Sport,4
1M1DF    NW11361,1M1,198,SE AK Net,2
1M1DF    NW11361,1M1,198,SE AK Net,3
1M1DF    NW11361,1M1,198,SE AK Net,6
1M1DF    NW11361,1M1,199,SE AK Sport,4
3F10412  160355 R,3F10412  1603,165,12C-D TSpt,4
3M10510  888103 H,3M10510,119,Ar10 NetNT,6
3M10510  888104 H01,3M10510,119,Ar10 NetNT,6
3M10510  888106 H,3M10510,119,Ar10 NetNT,6
1M105MS  SE10630,1M1,198,SE AK Net,2
1M105MS  SE10630,1M1,198,SE AK Net,3
1M105MS  SE10630,1M1,198,SE AK Net,6
1M105MS  SE10630,1M1,199,SE AK Sport,4
1M106MS  SE101,1M1,198,SE AK Net,2
1M106MS  SE101,1M1,198,SE AK Net,3
1M106MS  SE101,1M1,198,SE AK Net,6
1M106MS  SE101,1M1,199,SE AK Sport,4
3M112082 872584,3M112082,115,Ar 8-2 Spt,4
3M112082 872152,3M112082,115,Ar 8-2 Spt,4
3M112082 872158,3M112082,115,Ar 8-2 Spt,4
3M112082 872175,3M112082,115,Ar 8-2 Spt,4
3M112082 872209,3M112082,115,Ar 8-2 Spt,4
3F21802  231074 R,3F21802  23,54,Chehal Spt,4
1M107    SW10380,1M1,198,SE AK Net,2
1M107    SW10380,1M1,198,SE AK Net,3
1M107    SW10380,1M1,198,SE AK Net,6
1M107    SW10380,1M1,199,SE AK Sport,4
2MS61P013SUTI CH 14,2MS61P013,191,NGaStr Spt,4
3M10510  B,3M10510,119,Ar10 NetNT,6
3M10510  B,3M10510  B,125,10F-G  Net,2
3M10510X3,3M10510,119,Ar10 NetNT,6
1M105MB  SE10643,1M1,198,SE AK Net,2
1M105MB  SE10643,1M1,198,SE AK Net,3
1M105MB  SE10643,1M1,198,SE AK Net,6
1M105MB  SE10643,1M1,199,SE AK Sport,4
3M11309  870425,3M113,107,Area 9 Spt,4
3M11309  870427,3M113,107,Area 9 Spt,4
3M11309  870429,3M113,107,Area 9 Spt,4
3M11309  870430,3M113,107,Area 9 Spt,4
2MN09H005       220,2MN09,178,No BC  Net,2
1M103DE  NW11366,1M1,198,SE AK Net,2
1M103DE  NW11366,1M1,198,SE AK Net,3
1M103DE  NW11366,1M1,198,SE AK Net,6
1M103DE  NW11366,1M1,199,SE AK Sport,4
1M105MB  SE10841,1M1,198,SE AK Net,2
1M105MB  SE10841,1M1,198,SE AK Net,3
1M105MB  SE10841,1M1,198,SE AK Net,6
1M105MB  SE10841,1M1,199,SE AK Sport,4
3M11309  872555,3M113,107,Area 9 Spt,4
3M11309  872589,3M113,107,Area 9 Spt,4
1M104TFC,1M1,198,SE AK Net,2
1M104TFC,1M1,198,SE AK Net,3
1M104TFC,1M1,198,SE AK Net,6
1M104TFC,1M1,199,SE AK Sport,4
1M107MS  SW10380,1M1,198,SE AK Net,2
1M107MS  SW10380,1M1,198,SE AK Net,3
1M107MS  SW10380,1M1,198,SE AK Net,6
1M107MS  SW10380,1M1,199,SE AK Sport,4
1M102    NW,1M1,198,SE AK Net,2
1M102    NW,1M1,198,SE AK Net,3
1M102    NW,1M1,198,SE AK Net,6
1M102    NW,1M1,199,SE AK Sport,4
1M101    NW11395,1M1,198,SE AK Net,2
1M101    NW11395,1M1,198,SE AK Net,3
1M101    NW11395,1M1,198,SE AK Net,6
1M101    NW11395,1M1,199,SE AK Sport,4
3F10510  0873437E,3F10510  08,128,L WaSm Spt,4
2MN25P001GUNI PT 02,2MN25,187,No BC  Spt,4
2MN25P001KLAS PT 07,2MN25,187,No BC  Spt,4
2MN25P001MASSET  06,2MN25,187,No BC  Spt,4
2MN25P003BRUN IN 01,2MN25,187,No BC  Spt,4
3F10510  0873529E,3F10510  08,128,L WaSm Spt,4
3F10510  0873536E,3F10510  08,128,L WaSm Spt,4
2MN25P003HOLL IS 02,2MN25,187,No BC  Spt,4
1M106TFB,1M1,198,SE AK Net,2
1M106TFB,1M1,198,SE AK Net,3
1M106TFB,1M1,198,SE AK Net,6
1M106TFB,1M1,199,SE AK Sport,4
1M102    NW11611,1M1,198,SE AK Net,2
1M102    NW11611,1M1,198,SE AK Net,3
1M102    NW11611,1M1,198,SE AK Net,6
1M102    NW11611,1M1,199,SE AK Sport,4
1M111    NW11427,1M1,198,SE AK Net,2
1M111    NW11427,1M1,198,SE AK Net,3
1M111    NW11427,1M1,198,SE AK Net,6
1M111    NW11427,1M1,199,SE AK Sport,4
2MN25P004GREE IS 05,2MN25,187,No BC  Spt,4
3M11410  872585,3M11410,118,Ar 10  Spt,4
3F10412  160101 R,3F10412  1601,165,12C-D TSpt,4
1M107MS  SW10340,1M1,198,SE AK Net,2
1M107MS  SW10340,1M1,198,SE AK Net,3
1M107MS  SW10340,1M1,198,SE AK Net,6
1M107MS  SW10340,1M1,199,SE AK Sport,4
1M155    NE11222,1M1,198,SE AK Net,2
1M155    NE11222,1M1,198,SE AK Net,3
1M155    NE11222,1M1,198,SE AK Net,6
1M155    NE11222,1M1,199,SE AK Sport,4
3F10510  090001 H02,3F10510  090001,126,Duwm R Net,2
3F10510  090001 H02,3F10510  090001,127,Duwm R Spt,4
3F42001  270373 R02,3F42001  27,24,L ColR Spt,4
3M11106  872012,3M11106,92,Area 6 Spt,4
3M11106  872017,3M11106,92,Area 6 Spt,4
3M11106  872025,3M11106,92,Area 6 Spt,4
3M11411  872414,3M11411,129,Ar 11  Spt,4
1M1DF    SW10380,1M1,198,SE AK Net,2
1M1DF    SW10380,1M1,198,SE AK Net,3
1M1DF    SW10380,1M1,198,SE AK Net,6
1M1DF    SW10380,1M1,199,SE AK Sport,4
3M11411  872441,3M11411,129,Ar 11  Spt,4
3M11411  872453,3M11411,129,Ar 11  Spt,4
3M11411  872460,3M11411,129,Ar 11  Spt,4
3M11411  872186,3M11411,129,Ar 11  Spt,4
3M11411  872259,3M11411,129,Ar 11  Spt,4
3M11411  872349,3M11411,129,Ar 11  Spt,4
3F42001  280303 S,3F42001  28,24,L ColR Spt,4
2MN26P009CANO CV 01,2MN26P009,188,Cen BC Spt,4
2MN26P009CLAR PT 01,2MN26P009,188,Cen BC Spt,4
2MN26P009COW IS  02,2MN26P009,188,Cen BC Spt,4
3M11106  872137,3M11106,92,Area 6 Spt,4
3M11411  872511,3M11411,129,Ar 11  Spt,4
3M11413,3M11413,136,Ar 13  Spt,4
3M11512  872130,3M115,152,Ar 12  Spt,4
3M11512  872131,3M115,152,Ar 12  Spt,4
3M11512  872163,3M115,152,Ar 12  Spt,4
1M105    SE10840,1M1,198,SE AK Net,2
1M105    SE10840,1M1,198,SE AK Net,3
1M105    SE10840,1M1,198,SE AK Net,6
1M105    SE10840,1M1,199,SE AK Sport,4
3F42001  381000 S,3F42001  3,32,UpColR Net,2
1M105MB  NE11013,1M1,198,SE AK Net,2
1M105MB  NE11013,1M1,198,SE AK Net,3
1M105MB  NE11013,1M1,198,SE AK Net,6
1M105MB  NE11013,1M1,199,SE AK Sport,4
3M167  X1,3M16,0,10 Tst Net,6
1M103DT  NW11362,1M1,198,SE AK Net,2
1M103DT  NW11362,1M1,198,SE AK Net,3
1M103DT  NW11362,1M1,198,SE AK Net,6
1M103DT  NW11362,1M1,199,SE AK Sport,4
1M106MS  SE10148,1M1,198,SE AK Net,2
1M106MS  SE10148,1M1,198,SE AK Net,3
1M106MS  SE10148,1M1,198,SE AK Net,6
1M106MS  SE10148,1M1,199,SE AK Sport,4
3M32202,3M322,35,Area2TrlNT,1
3M32202,3M322,37,Area 2 Spt,4
1M106    SE10270,1M1,198,SE AK Net,2
1M106    SE10270,1M1,198,SE AK Net,3
1M106    SE10270,1M1,198,SE AK Net,6
1M106    SE10270,1M1,199,SE AK Sport,4
3F10510  08     R03,3F10510  08,128,L WaSm Spt,4
3M11208  872294,3M11208 ,115,Ar 8-2 Spt,4
3M11208  872318 R,3M11208 ,115,Ar 8-2 Spt,4
3M11208  872378,3M11208 ,115,Ar 8-2 Spt,4
3M11208  872410,3M11208 ,115,Ar 8-2 Spt,4
3M11208  872471,3M11208 ,115,Ar 8-2 Spt,4
3F42001  28     R01,3F42001  28,24,L ColR Spt,4
3F42001  39L51105,3F42001  3,32,UpColR Net,2
3F42001  39L50131,3F42001  3,32,UpColR Net,2
3F42001  32L16966,3F42001  3,32,UpColR Net,2
3F42001  39L5371,3F42001  3,32,UpColR Net,2
1M103    NE11150,1M1,198,SE AK Net,2
1M103    NE11150,1M1,198,SE AK Net,3
1M103    NE11150,1M1,198,SE AK Net,6
1M103    NE11150,1M1,199,SE AK Sport,4
1M1DF    SE10210,1M1,198,SE AK Net,2
1M1DF    SE10210,1M1,198,SE AK Net,3
1M1DF    SE10210,1M1,198,SE AK Net,6
1M1DF    SE10210,1M1,199,SE AK Sport,4
3F42001  39L30232,3F42001  3,32,UpColR Net,2
3F10208  04L7623,3F102,103,Skag R Net,2
3F42001  38L28492,3F42001  3,32,UpColR Net,2
3F42001  280059 H07,3F42001  28,24,L ColR Spt,4
3F42001  29     R07,3F42001  29,31,UpColR Spt,4
3F42001  29     R07,3F42001  29,32,UpColR Net,2
3F42001  29     R05,3F42001  29,31,UpColR Spt,4
3F42001  29     R05,3F42001  29,32,UpColR Net,2
3F42001  38L29414,3F42001  3,32,UpColR Net,2
3F42001  34     R01,3F42001  3,32,UpColR Net,2
3F42001  39L6106,3F42001  3,32,UpColR Net,2
3F42001  26etc1,3F42001  26,24,L ColR Spt,4
3F42001  29     R04,3F42001  29,31,UpColR Spt,4
3F42001  29     R04,3F42001  29,32,UpColR Net,2
3F42001  29L44812,3F42001  29,31,UpColR Spt,4
3F42001  29L44812,3F42001  29,32,UpColR Net,2
1M105MB  SE106,1M1,198,SE AK Net,2
1M105MB  SE106,1M1,198,SE AK Net,3
1M105MB  SE106,1M1,198,SE AK Net,6
1M105MB  SE106,1M1,199,SE AK Sport,4
1M106DT  SE10145,1M1,198,SE AK Net,2
1M106DT  SE10145,1M1,198,SE AK Net,3
1M106DT  SE10145,1M1,198,SE AK Net,6
1M106DT  SE10145,1M1,199,SE AK Sport,4
3M11208  872491,3M11208 ,115,Ar 8-2 Spt,4
3F42001  29     R02,3F42001  29,31,UpColR Spt,4
3F42001  29     R02,3F42001  29,32,UpColR Net,2
3F42001  29     R03,3F42001  29,31,UpColR Spt,4
3F42001  29     R03,3F42001  29,32,UpColR Net,2
3F42001  39etc1,3F42001  3,32,UpColR Net,2
3F42001  39etc3,3F42001  3,32,UpColR Net,2
3F42001  39etc2,3F42001  3,32,UpColR Net,2
3F42001  27etc1,3F42001  27,24,L ColR Spt,4
3F42001  37etc4,3F42001  3,32,UpColR Net,2
3F42001  37     R03,3F42001  3,32,UpColR Net,2
3F10208  04L29457,3F102,103,Skag R Net,2
3F42001  37etc2,3F42001  3,32,UpColR Net,2
3F42001  37     R05,3F42001  3,32,UpColR Net,2
3F42001  37     R06,3F42001  3,32,UpColR Net,2
3F42001  38L29950,3F42001  3,32,UpColR Net,2
3F10208  04L29410,3F102,103,Skag R Net,2
3F10208  04L1375,3F102,103,Skag R Net,2
3F42001  35L50155,3F42001  3,32,UpColR Net,2
3F42001  37L27072,3F42001  3,32,UpColR Net,2
3F42001  29L50085,3F42001  29,31,UpColR Spt,4
3F42001  29L50085,3F42001  29,32,UpColR Net,2
3F42001  29L50031,3F42001  29,31,UpColR Spt,4
3F42001  29L50031,3F42001  29,32,UpColR Net,2
3F42001  29L1283,3F42001  29,31,UpColR Spt,4
3F42001  29L1283,3F42001  29,32,UpColR Net,2
3F42001  29L1284,3F42001  29,31,UpColR Spt,4
3F42001  29L1284,3F42001  29,32,UpColR Net,2
3F42001  27L34316,3F42001  27,24,L ColR Spt,4
3F42001  30L30478,3F42001  30,31,UpColR Spt,4
3F42001  30L30478,3F42001  3,32,UpColR Net,2
3F10208  04L9080,3F102,103,Skag R Net,2
3F42001  38     R01,3F42001  3,32,UpColR Net,2
3F42001  26L7047,3F42001  26,24,L ColR Spt,4
3F10208  04L28899,3F102,103,Skag R Net,2
3F10208  03     R03,3F102,103,Skag R Net,2
3F10208  04L1471,3F102,103,Skag R Net,2
3F42001  27L1713,3F42001  27,24,L ColR Spt,4
3F21902  24L3738,3F219,46,Willpa Spt,4
3F21902  24L3738,3F219,47,WlpaBT Net,2
3F42001  27L7395,3F42001  27,24,L ColR Spt,4
3F42001  26L2915,3F42001  26,24,L ColR Spt,4
3F10208  04L2919,3F102,103,Skag R Net,2
3F10208  04L4597,3F102,103,Skag R Net,2
3F10208  04L3215,3F102,103,Skag R Net,2
2MN56M078       000,2MN56,172,NoC BC Trl,1
3M115,3M115,152,Ar 12  Spt,4
3F10208  04L3312,3F102,103,Skag R Net,2
3F42001  29L151,3F42001  29,31,UpColR Spt,4
3F42001  29L151,3F42001  29,32,UpColR Net,2
3F42001  28     R02,3F42001  28,24,L ColR Spt,4
3F42001  260330BR,3F42001  26,24,L ColR Spt,4
3F42001  27-001 R,3F42001  27,24,L ColR Spt,4
1M114MS,1M1,198,SE AK Net,2
1M114MS,1M1,198,SE AK Net,3
1M114MS,1M1,198,SE AK Net,6
1M114MS,1M1,199,SE AK Sport,4
3F42001  261760 R,3F42001  26,24,L ColR Spt,4
3F10208  040435 R03,3F102,103,Skag R Net,2
2MS01H026       761,2MS01,174,NW VI  Trl,1
2MS01H026       761,2MS01,180,NW VI  Net,2
2MS01H026       761,2MS01,180,NW VI  Net,3
2MS01H026       802,2MS01,174,NW VI  Trl,1
2MS01H026       802,2MS01,180,NW VI  Net,2
2MS01H026       802,2MS01,180,NW VI  Net,3
2MS01H027       000,2MS01,174,NW VI  Trl,1
2MS01H027       000,2MS01,180,NW VI  Net,2
2MS01H027       000,2MS01,180,NW VI  Net,3
3M11309  872398,3M113,107,Area 9 Spt,4
3M11309  872404,3M113,107,Area 9 Spt,4
1M104MB  NW11359,1M1,198,SE AK Net,2
1M104MB  NW11359,1M1,198,SE AK Net,3
1M104MB  NW11359,1M1,198,SE AK Net,6
1M104MB  NW11359,1M1,199,SE AK Sport,4
1M105MS  NE11015,1M1,198,SE AK Net,2
1M105MS  NE11015,1M1,198,SE AK Net,3
1M105MS  NE11015,1M1,198,SE AK Net,6
1M105MS  NE11015,1M1,199,SE AK Sport,4
1M106    SW10370,1M1,198,SE AK Net,2
1M106    SW10370,1M1,198,SE AK Net,3
1M106    SW10370,1M1,198,SE AK Net,6
1M106    SW10370,1M1,199,SE AK Sport,4
3F21703  21-001 R,3F21703  21,65,Queets Spt,4
3F21703  21-001 R,3F21703  21,68,Queets Net,2
1M104    NW11480,1M1,198,SE AK Net,2
1M104    NW11480,1M1,198,SE AK Net,3
1M104    NW11480,1M1,198,SE AK Net,6
1M104    NW11480,1M1,199,SE AK Sport,4
1M104    NE11031,1M1,198,SE AK Net,2
1M104    NE11031,1M1,198,SE AK Net,3
1M104    NE11031,1M1,198,SE AK Net,6
1M104    NE11031,1M1,199,SE AK Sport,4
2MS01H027       764,2MS01,174,NW VI  Trl,1
2MS01H027       764,2MS01,180,NW VI  Net,2
2MS01H027       764,2MS01,180,NW VI  Net,3
2MS01H027       765,2MS01,174,NW VI  Trl,1
2MS01H027       765,2MS01,180,NW VI  Net,2
2MS01H027       765,2MS01,180,NW VI  Net,3
2MS01H027       767,2MS01,174,NW VI  Trl,1
2MS01H027       767,2MS01,180,NW VI  Net,2
2MS01H027       767,2MS01,180,NW VI  Net,3
1M102    NW11391,1M1,198,SE AK Net,2
1M102    NW11391,1M1,198,SE AK Net,3
1M102    NW11391,1M1,198,SE AK Net,6
1M102    NW11391,1M1,199,SE AK Sport,4
1M102MS  NW113,1M1,198,SE AK Net,2
1M102MS  NW113,1M1,198,SE AK Net,3
1M102MS  NW113,1M1,198,SE AK Net,6
1M102MS  NW113,1M1,199,SE AK Sport,4
3F42001  260002 H09,3F42001  26,24,L ColR Spt,4
3F10208  03L2931,3F102,103,Skag R Net,2
3F42001  38L3547,3F42001  3,32,UpColR Net,2
3F42001  38L671,3F42001  3,32,UpColR Net,2
1M104,1M1,198,SE AK Net,2
1M104,1M1,198,SE AK Net,3
1M104,1M1,198,SE AK Net,6
1M104,1M1,199,SE AK Sport,4
3F42001  270579 H01,3F42001  27,24,L ColR Spt,4
1M1DF    SE10129,1M1,198,SE AK Net,2
1M1DF    SE10129,1M1,198,SE AK Net,3
1M1DF    SE10129,1M1,198,SE AK Net,6
1M1DF    SE10129,1M1,199,SE AK Sport,4
2MS02H023       741,2MS02,175,SW VI  Trl,1
2MS02H023       741,2MS02,181,SW VI  Net,2
2MS02H023       741,2MS02,181,SW VI  Net,3
3F42001  350916 R,3F42001  3,32,UpColR Net,2
3F10208  030510 R01,3F102,103,Skag R Net,2
3F10208  030510 R02,3F102,103,Skag R Net,2
3F10510  080028AR02,3F10510  08,128,L WaSm Spt,4
3M11410  872534,3M11410,118,Ar 10  Spt,4
3F10513  1471084E,3F10513  14,149,13D-K TSpt,4
1M104DE  NE11143,1M1,198,SE AK Net,2
1M104DE  NE11143,1M1,198,SE AK Net,3
1M104DE  NE11143,1M1,198,SE AK Net,6
1M104DE  NE11143,1M1,199,SE AK Sport,4
3F42001  27-002 R,3F42001  27,24,L ColR Spt,4
2MS02M111       000,2MS02,175,SW VI  Trl,1
2MS02M111       000,2MS02,181,SW VI  Net,2
2MS02M111       000,2MS02,181,SW VI  Net,3
3M32303  860403,3M323,38,Area3TrlNT,1
3M32303  860403,3M323,40,Area 3 Spt,4
3F42001  380849 R01,3F42001  3,32,UpColR Net,2
3F42001  39L3143R,3F42001  3,32,UpColR Net,2
1M104MS  NE11242,1M1,198,SE AK Net,2
1M104MS  NE11242,1M1,198,SE AK Net,3
1M104MS  NE11242,1M1,198,SE AK Net,6
1M104MS  NE11242,1M1,199,SE AK Sport,4
1M106MS  SE10220,1M1,198,SE AK Net,2
1M106MS  SE10220,1M1,198,SE AK Net,3
1M106MS  SE10220,1M1,198,SE AK Net,6
1M106MS  SE10220,1M1,199,SE AK Sport,4
3F21902  2471116E,3F219,46,Willpa Spt,4
3F21902  2471116E,3F219,47,WlpaBT Net,2
2MS08P029       049,2MS08,184,Fraser Net,2
2MS08P029       051,2MS08,184,Fraser Net,2
2MS08P029       084,2MS08,184,Fraser Net,2
3M11411  872374,3M11411,129,Ar 11  Spt,4
3M11411  872384,3M11411,129,Ar 11  Spt,4
3M11411  872386,3M11411,129,Ar 11  Spt,4
3M11411  872389,3M11411,129,Ar 11  Spt,4
3M11411  872419,3M11411,129,Ar 11  Spt,4
3M11411  872501,3M11411,129,Ar 11  Spt,4
3F10208  04L50206,3F102,103,Skag R Net,2
1M104    NW11359,1M1,198,SE AK Net,2
1M104    NW11359,1M1,198,SE AK Net,3
1M104    NW11359,1M1,198,SE AK Net,6
1M104    NW11359,1M1,199,SE AK Sport,4
1M166    NW11361,1M1,198,SE AK Net,2
1M166    NW11361,1M1,198,SE AK Net,3
1M166    NW11361,1M1,198,SE AK Net,6
1M166    NW11361,1M1,199,SE AK Sport,4
3F21802  230649 H02,3F21802  23,54,Chehal Spt,4
1M127MS  NE109,1M1,198,SE AK Net,2
1M127MS  NE109,1M1,198,SE AK Net,3
1M127MS  NE109,1M1,198,SE AK Net,6
1M127MS  NE109,1M1,199,SE AK Sport,4
3M11411  872519,3M11411,129,Ar 11  Spt,4
3M11411  872548,3M11411,129,Ar 11  Spt,4
3M11411  872561,3M11411,129,Ar 11  Spt,4
3M11411  872563,3M11411,129,Ar 11  Spt,4
3F42001  39L668,3F42001  3,32,UpColR Net,2
3F42001  37etc3,3F42001  3,32,UpColR Net,2
1M103MS  NE11212,1M1,198,SE AK Net,2
1M103MS  NE11212,1M1,198,SE AK Net,3
1M103MS  NE11212,1M1,198,SE AK Net,6
1M103MS  NE11212,1M1,199,SE AK Sport,4
2MS10M104       000,2MS10,183,GeoStr Net,2
3M11411  872564,3M11411,129,Ar 11  Spt,4
1M112MB,1M1,198,SE AK Net,2
1M112MB,1M1,198,SE AK Net,3
1M112MB,1M1,198,SE AK Net,6
1M112MB,1M1,199,SE AK Sport,4
1M104    NE11218,1M1,198,SE AK Net,2
1M104    NE11218,1M1,198,SE AK Net,3
1M104    NE11218,1M1,198,SE AK Net,6
1M104    NE11218,1M1,199,SE AK Sport,4
1M1EC    NW11440,1M1,198,SE AK Net,2
1M1EC    NW11440,1M1,198,SE AK Net,3
1M1EC    NW11440,1M1,198,SE AK Net,6
1M1EC    NW11440,1M1,199,SE AK Sport,4
3M11411  872567,3M11411,129,Ar 11  Spt,4
3M11411  872572,3M11411,129,Ar 11  Spt,4
3M11413  870804,3M11413,136,Ar 13  Spt,4
1M106    SE10230,1M1,198,SE AK Net,2
1M106    SE10230,1M1,198,SE AK Net,3
1M106    SE10230,1M1,198,SE AK Net,6
1M106    SE10230,1M1,199,SE AK Sport,4
3F42001  26-009 R,3F42001  26,24,L ColR Spt,4
1M103MS  NW113,1M1,198,SE AK Net,2
1M103MS  NW113,1M1,198,SE AK Net,3
1M103MS  NW113,1M1,198,SE AK Net,6
1M103MS  NW113,1M1,199,SE AK Sport,4
3F42001  26-010 R,3F42001  26,24,L ColR Spt,4
3F42001  26-011 R,3F42001  26,24,L ColR Spt,4
3F42001  26-012 R,3F42001  26,24,L ColR Spt,4
3M11413  870805,3M11413,136,Ar 13  Spt,4
1M116MS  NE11532,1M1,198,SE AK Net,2
1M116MS  NE11532,1M1,198,SE AK Net,3
1M116MS  NE11532,1M1,198,SE AK Net,6
1M116MS  NE11532,1M1,199,SE AK Sport,4
1M106    SE,1M1,198,SE AK Net,2
1M106    SE,1M1,198,SE AK Net,3
1M106    SE,1M1,198,SE AK Net,6
1M106    SE,1M1,199,SE AK Sport,4
3M11413  870806,3M11413,136,Ar 13  Spt,4
3M11413  870807,3M11413,136,Ar 13  Spt,4
3F42001  26-013 R,3F42001  26,24,L ColR Spt,4
3F42001  260026 R,3F42001  26,24,L ColR Spt,4
3F42001  260031 R,3F42001  26,24,L ColR Spt,4
3F42001  260109 R,3F42001  26,24,L ColR Spt,4
3F42001  260217 R,3F42001  26,24,L ColR Spt,4
3F42001  260219 R,3F42001  26,24,L ColR Spt,4
3F42001  260230 R,3F42001  26,24,L ColR Spt,4
1M106MB  SE10110,1M1,198,SE AK Net,2
1M106MB  SE10110,1M1,198,SE AK Net,3
1M106MB  SE10110,1M1,198,SE AK Net,6
1M106MB  SE10110,1M1,199,SE AK Sport,4
3F42001  260237 R,3F42001  26,24,L ColR Spt,4
3F42001  260434 R,3F42001  26,24,L ColR Spt,4
3F42001  27-003 R,3F42001  27,24,L ColR Spt,4
3F42001  27-004 R,3F42001  27,24,L ColR Spt,4
3F42001  270034 R,3F42001  27,24,L ColR Spt,4
3M11413  870808,3M11413,136,Ar 13  Spt,4
3M11413  870811,3M11413,136,Ar 13  Spt,4
3M11413  870814,3M11413,136,Ar 13  Spt,4
3F42001  270139 R,3F42001  27,24,L ColR Spt,4
3F42001  270221 R,3F42001  27,24,L ColR Spt,4
1M104    NE11213,1M1,198,SE AK Net,2
